Sno	VisitNo	TrialNo	Cond	Change	Total	Picked	RT	TPick	TFixOnTStart
66002001	1	1	Exptl	200	2200	A	1382	3.38	5.40	0.00
66002001	1	2	Exptl	100	2300	D	546	12.55	14.57	10.00
66002001	1	3	Exptl	90	2390	C	1051	25.05	27.08	22.00
66002001	1	4	Exptl	190	2580	B	716	36.72	38.75	34.00
66002001	1	5	Exptl	190	2770	A	522	47.52	49.55	45.00
66002001	1	6	Exptl	90	2860	D	635	58.64	60.67	56.00
66002001	1	7	Exptl	-240	2620	B	918	69.92	71.95	67.00
66002001	1	8	Exptl	-250	2370	A	1050	80.05	82.08	77.00
66002001	1	9	Exptl	-40	2330	C	1165	90.17	92.20	87.00
66002001	1	10	Exptl	-50	2280	D	1008	100.01	102.04	97.00
66002001	1	11	Exptl	210	2490	A	626	110.63	112.66	108.00
66002001	1	12	Exptl	200	2690	B	686	122.69	124.71	120.00
66002001	1	13	Exptl	100	2790	C	843	134.84	136.87	132.00
66002001	1	14	Exptl	-240	2550	A	621	145.62	147.65	143.00
66002001	1	15	Exptl	110	2660	D	633	156.63	158.66	154.00
66002001	1	16	Exptl	-40	2620	C	1020	169.02	171.06	166.00
66002001	1	17	Exptl	-260	2360	A	791	178.79	180.81	176.00
66002001	1	18	Exptl	190	2550	A	1070	190.07	192.10	187.00
66002001	1	19	Exptl	-260	2290	B	632	199.63	201.67	197.00
66002001	1	20	Exptl	110	2400	C	556	211.56	213.59	209.00
66002001	1	21	Exptl	-40	2360	D	614	221.61	223.65	219.00
66002001	1	22	Exptl	90	2450	D	1441	233.44	235.47	230.00
66002001	1	23	Exptl	-60	2390	D	1597	245.60	247.63	242.00
66002001	1	24	Exptl	90	2480	C	555	254.56	256.58	252.00
66002001	1	25	Exptl	210	2690	B	840	264.84	266.87	262.00
66002001	1	26	Exptl	-260	2430	A	558	275.56	277.59	273.00
66002001	1	27	Exptl	210	2640	A	500	287.50	289.52	285.00
66002001	1	28	Exptl	210	2850	B	575	297.58	299.60	295.00
66002001	1	29	Exptl	-240	2610	A	569	309.57	311.61	307.00
66002001	1	30	Exptl	-240	2370	A	829	320.83	322.86	318.00
66002001	1	31	Exptl	190	2560	A	650	330.65	332.68	328.00
66002001	1	32	Exptl	-40	2520	D	425	340.43	342.45	338.00
66002001	1	33	Exptl	210	2730	A	546	350.55	352.58	348.00
66002001	1	34	Exptl	-260	2470	B	546	362.55	364.57	360.00
66002001	1	35	Exptl	-60	2410	C	561	372.56	374.59	370.00
66002001	1	36	Exptl	110	2520	D	1009	384.01	386.05	381.00
66002001	1	37	Exptl	-260	2260	A	679	394.68	396.71	392.00
66002001	1	38	Exptl	190	2450	B	393	406.39	408.43	404.00
66002001	1	39	Exptl	210	2660	A	1249	418.25	420.28	415.00
66002001	1	40	Exptl	110	2770	C	690	427.69	429.72	425.00
66002001	1	41	Exptl	-250	2520	B	632	438.63	440.67	436.00
66002001	1	42	Exptl	-60	2460	D	573	449.57	451.60	447.00
66002001	1	43	Exptl	190	2650	A	696	461.70	463.72	459.00
66002001	1	44	Exptl	-240	2410	B	545	473.55	475.58	471.00
66002001	1	45	Exptl	-60	2350	C	736	483.74	485.77	481.00
66002001	1	46	Exptl	90	2440	D	825	495.83	497.85	493.00
66002001	1	47	Exptl	200	2640	A	1026	507.03	509.06	504.00
66002001	1	48	Exptl	110	2750	D	800	518.80	520.84	516.00
66002001	1	49	Exptl	-50	2700	C	618	528.62	530.64	526.00
66002001	1	50	Exptl	200	2900	B	652	540.65	542.68	538.00
66002001	1	51	Exptl	-60	2840	D	1044	552.04	554.07	549.00
66002001	1	52	Exptl	-260	2580	A	883	563.88	565.90	561.00
66002001	1	53	Exptl	-240	2340	A	1419	574.42	576.45	571.00
66002001	1	54	Exptl	-60	2280	D	1477	586.48	588.51	583.00
66002001	1	55	Exptl	-250	2030	A	818	595.82	597.84	593.00
66002001	1	56	Exptl	210	2240	B	569	606.57	608.59	604.00
66002001	1	57	Exptl	100	2340	C	712	616.71	618.75	614.00
66002001	1	58	Exptl	190	2530	A	557	628.56	630.59	626.00
66002001	1	59	Exptl	110	2640	C	587	639.59	641.62	637.00
66002001	1	60	Exptl	-240	2400	A	594	650.59	652.62	648.00
66002001	1	61	Exptl	90	2490	D	837	662.84	664.86	660.00
66002001	1	62	Exptl	190	2680	B	1325	673.33	675.35	670.00
66002001	1	63	Exptl	210	2890	A	657	684.66	686.69	682.00
66002001	1	64	Exptl	-260	2630	B	874	696.87	698.90	694.00
66002001	1	65	Exptl	-40	2590	C	978	707.98	710.01	705.00
66002001	1	66	Exptl	110	2700	D	1066	719.07	721.10	716.00
66002001	1	67	Exptl	-260	2440	A	649	729.65	731.68	727.00
66002001	1	68	Exptl	-260	2180	B	1390	740.39	742.42	737.00
66002001	1	69	Exptl	-60	2120	C	989	749.99	752.01	747.00
66002001	1	70	Exptl	-40	2080	C	481	759.48	761.51	757.00
66002001	1	71	Exptl	-40	2040	D	796	770.80	772.83	768.00
66002001	1	72	Exptl	210	2250	A	1333	783.33	785.36	780.00
66002001	1	73	Exptl	-240	2010	B	669	792.67	794.70	790.00
66002001	1	74	Exptl	190	2200	A	524	804.52	806.55	802.00
66002001	1	75	Exptl	90	2290	C	754	814.75	816.78	812.00
66002001	1	76	Exptl	100	2390	D	934	825.93	827.96	823.00
66002001	1	77	Exptl	-260	2130	A	819	835.82	837.85	833.00
66002001	1	78	Exptl	200	2330	A	980	847.98	850.01	845.00
66002001	1	79	Exptl	210	2540	B	939	858.94	860.97	856.00
66002001	1	80	Exptl	-240	2300	A	822	869.82	871.85	867.00
66002001	1	81	Exptl	-250	2050	B	1014	882.01	884.05	879.00
66002001	1	82	Exptl	110	2160	C	568	891.57	893.60	889.00
66002001	1	83	Exptl	-40	2120	D	806	903.81	905.84	901.00
66002001	1	84	Exptl	-250	1870	A	574	915.57	917.60	913.00
66002001	1	85	Exptl	190	2060	B	1981	927.98	930.01	924.00
66002001	1	86	Exptl	200	2260	A	2305	938.31	940.33	934.00
