Sno	VisitNo	TrialNo	Cond	Change	Total	Picked	RT	TPick	TFixOnTStart
67006	1	1	Exptl	190	2190	B	1591	3.59	5.63	0.00
67006	1	2	Exptl	-240	1950	B	672	12.67	14.69	10.00
67006	1	3	Exptl	200	2150	B	879	24.88	26.90	22.00
67006	1	4	Exptl	-260	1890	B	1034	37.03	39.06	34.00
67006	1	5	Exptl	210	2100	B	545	47.55	49.57	45.00
67006	1	6	Exptl	200	2300	A	921	58.92	60.96	56.00
67006	1	7	Exptl	190	2490	A	716	69.72	71.75	67.00
67006	1	8	Exptl	-250	2240	A	1283	80.28	82.32	77.00
67006	1	9	Exptl	210	2450	A	1024	90.02	92.06	87.00
67006	1	10	Exptl	90	2540	C	758	99.76	101.80	97.00
67006	1	11	Exptl	210	2750	B	1231	111.23	113.26	108.00
67006	1	12	Exptl	100	2850	D	1110	123.11	125.14	120.00
67006	1	13	Exptl	-260	2590	B	648	134.65	136.67	132.00
67006	1	14	Exptl	90	2680	D	794	145.79	147.82	143.00
67006	1	15	Exptl	-50	2630	D	714	156.71	158.74	154.00
67006	1	16	Exptl	110	2740	D	790	168.79	170.83	166.00
67006	1	17	Exptl	-40	2700	D	1022	179.02	181.05	176.00
67006	1	18	Exptl	90	2790	D	1314	190.31	192.34	187.00
67006	1	19	Exptl	-60	2730	D	1175	200.18	202.21	197.00
67006	1	20	Exptl	-40	2690	D	1238	212.24	214.27	209.00
67006	1	21	Exptl	110	2800	D	1108	222.11	224.14	219.00
67006	1	22	Exptl	190	2990	B	731	232.73	234.75	230.00
67006	1	23	Exptl	-40	2950	C	921	244.92	246.95	242.00
67006	1	24	Exptl	-240	2710	A	727	254.73	256.75	252.00
67006	1	25	Exptl	-260	2450	A	1221	265.22	267.25	262.00
67006	1	26	Exptl	-60	2390	D	1151	276.15	278.18	273.00
67006	1	27	Exptl	100	2490	C	1147	288.15	290.17	285.00
67006	1	28	Exptl	-40	2450	C	945	297.95	299.98	295.00
67006	1	29	Exptl	-250	2200	B	821	309.82	311.85	307.00
67006	1	30	Exptl	190	2390	A	907	320.91	322.93	318.00
67006	1	31	Exptl	90	2480	D	1154	331.15	333.19	328.00
67006	1	32	Exptl	110	2590	D	874	340.87	342.90	338.00
67006	1	33	Exptl	110	2700	C	766	350.77	352.80	348.00
67006	1	34	Exptl	-60	2640	D	1024	363.02	365.06	360.00
67006	1	35	Exptl	-60	2580	D	788	372.79	374.82	370.00
67006	1	36	Exptl	90	2670	D	979	383.98	386.00	381.00
67006	1	37	Exptl	110	2780	D	1358	395.36	397.39	392.00
67006	1	38	Exptl	-40	2740	D	1882	407.88	409.91	404.00
67006	1	39	Exptl	100	2840	D	664	417.66	419.69	415.00
67006	1	40	Exptl	90	2930	C	603	427.60	429.63	425.00
67006	1	41	Exptl	-40	2890	D	1793	439.79	441.82	436.00
67006	1	42	Exptl	-240	2650	B	715	449.72	451.74	447.00
67006	1	43	Exptl	200	2850	B	840	461.84	463.87	459.00
67006	1	44	Exptl	-50	2800	D	1376	474.38	476.41	471.00
67006	1	45	Exptl	-60	2740	D	681	483.68	485.71	481.00
67006	1	46	Exptl	90	2830	D	991	495.99	498.02	493.00
67006	1	47	Exptl	110	2940	D	831	506.83	508.85	504.00
67006	1	48	Exptl	-260	2680	A	778	518.78	520.81	516.00
67006	1	49	Exptl	-60	2620	C	991	528.99	531.02	526.00
67006	1	50	Exptl	110	2730	C	861	540.86	542.89	538.00
67006	1	51	Exptl	210	2940	A	630	551.63	553.65	549.00
67006	1	52	Exptl	-60	2880	D	1429	564.43	566.46	561.00
67006	1	53	Exptl	90	2970	D	1080	574.08	576.10	571.00
67006	1	54	Exptl	110	3080	D	1099	586.10	588.13	583.00
67006	1	55	Exptl	-60	3020	C	664	595.66	597.70	593.00
67006	1	56	Exptl	-50	2970	C	1185	607.19	609.22	604.00
67006	1	57	Exptl	100	3070	C	1460	617.46	619.49	614.00
67006	1	58	Exptl	110	3180	C	964	628.96	631.00	626.00
67006	1	59	Exptl	-40	3140	C	854	639.85	641.88	637.00
67006	1	60	Exptl	-60	3080	C	632	650.63	652.66	648.00
67006	1	61	Exptl	-40	3040	C	973	662.97	665.00	660.00
67006	1	62	Exptl	90	3130	C	1125	673.13	675.16	670.00
67006	1	63	Exptl	110	3240	C	1312	685.31	687.34	682.00
67006	1	64	Exptl	-50	3190	C	801	696.80	698.84	694.00
67006	1	65	Exptl	-40	3150	D	890	707.89	709.92	705.00
67006	1	66	Exptl	100	3250	D	1113	719.11	721.14	716.00
67006	1	67	Exptl	-40	3210	D	772	729.77	731.80	727.00
67006	1	68	Exptl	-50	3160	D	728	739.73	741.76	737.00
67006	1	69	Exptl	100	3260	D	838	749.84	751.87	747.00
67006	1	70	Exptl	90	3350	C	893	759.89	761.92	757.00
67006	1	71	Exptl	90	3440	D	933	770.93	772.96	768.00
