Sno	VisitNo	TrialNo	Cond	Change	Total	Picked	RT	TPick	TFixOnTStart
67015	1	1	Exptl	0	2000	None	.	5.00	7.00	0.00
67015	1	2	Exptl	200	2200	A	1670	13.67	15.70	10.00
67015	1	3	Exptl	90	2290	C	1385	25.39	27.42	22.00
67015	1	4	Exptl	190	2480	B	432	36.43	38.47	34.00
67015	1	5	Exptl	100	2580	D	759	47.76	49.79	45.00
67015	1	6	Exptl	190	2770	A	234	58.23	60.26	56.00
67015	1	7	Exptl	90	2860	D	589	69.59	71.62	67.00
67015	1	8	Exptl	-240	2620	B	480	79.48	81.51	77.00
67015	1	9	Exptl	200	2820	B	2152	91.15	93.18	87.00
67015	1	10	Exptl	-260	2560	B	766	99.77	101.79	97.00
67015	1	11	Exptl	-40	2520	C	443	110.44	112.47	108.00
67015	1	12	Exptl	-250	2270	A	515	122.52	124.54	120.00
67015	1	13	Exptl	-50	2220	D	609	134.61	136.63	132.00
67015	1	14	Exptl	210	2430	A	303	145.30	147.33	143.00
67015	1	15	Exptl	210	2640	B	586	156.59	158.62	154.00
67015	1	16	Exptl	110	2750	D	712	168.71	170.74	166.00
67015	1	17	Exptl	100	2850	C	1062	179.06	181.08	176.00
67015	1	18	Exptl	-240	2610	A	652	189.65	191.68	187.00
67015	1	19	Exptl	-40	2570	D	679	199.68	201.70	197.00
67015	1	20	Exptl	210	2780	B	361	211.36	213.39	209.00
67015	1	21	Exptl	-40	2740	C	611	221.61	223.63	219.00
67015	1	22	Exptl	-260	2480	A	461	232.46	234.50	230.00
67015	1	23	Exptl	110	2590	C	986	244.99	247.01	242.00
67015	1	24	Exptl	90	2680	C	851	254.85	256.88	252.00
67015	1	25	Exptl	-260	2420	B	692	264.69	266.72	262.00
67015	1	26	Exptl	90	2510	D	543	275.54	277.57	273.00
67015	1	27	Exptl	190	2700	A	572	287.57	289.59	285.00
67015	1	28	Exptl	-60	2640	D	656	297.66	299.69	295.00
67015	1	29	Exptl	190	2830	B	615	309.62	311.64	307.00
67015	1	30	Exptl	-60	2770	C	1003	321.00	323.03	318.00
67015	1	31	Exptl	-250	2520	B	1191	331.19	333.22	328.00
67015	1	32	Exptl	-40	2480	D	707	340.71	342.74	338.00
67015	1	33	Exptl	110	2590	D	816	350.82	352.85	348.00
67015	1	34	Exptl	110	2700	C	832	362.83	364.86	360.00
67015	1	35	Exptl	-240	2460	B	792	372.79	374.83	370.00
67015	1	36	Exptl	-260	2200	A	651	383.65	385.68	381.00
67015	1	37	Exptl	210	2410	A	558	394.56	396.59	392.00
67015	1	38	Exptl	200	2610	B	1282	407.28	409.30	404.00
67015	1	39	Exptl	-240	2370	A	514	417.51	419.55	415.00
67015	1	40	Exptl	-60	2310	D	994	427.99	430.03	425.00
67015	1	41	Exptl	-60	2250	C	401	438.40	440.44	436.00
67015	1	42	Exptl	-240	2010	A	1015	450.02	452.04	447.00
67015	1	43	Exptl	90	2100	D	793	461.79	463.83	459.00
67015	1	44	Exptl	-50	2050	C	516	473.52	475.55	471.00
67015	1	45	Exptl	110	2160	D	792	483.79	485.83	481.00
67015	1	46	Exptl	-60	2100	D	1611	496.61	498.64	493.00
67015	1	47	Exptl	100	2200	C	866	506.87	508.90	504.00
67015	1	48	Exptl	190	2390	A	629	518.63	520.65	516.00
67015	1	49	Exptl	110	2500	C	1003	529.00	531.03	526.00
67015	1	50	Exptl	210	2710	A	571	540.57	542.60	538.00
67015	1	51	Exptl	-40	2670	C	317	551.32	553.35	549.00
67015	1	52	Exptl	-60	2610	D	590	563.59	565.62	561.00
67015	1	53	Exptl	-260	2350	A	955	573.96	575.98	571.00
67015	1	54	Exptl	210	2560	B	695	585.70	587.72	583.00
67015	1	55	Exptl	90	2650	D	613	595.61	597.64	593.00
67015	1	56	Exptl	190	2840	B	774	606.77	608.81	604.00
67015	1	57	Exptl	210	3050	A	859	616.86	618.89	614.00
67015	1	58	Exptl	-60	2990	C	1113	629.11	631.14	626.00
67015	1	59	Exptl	110	3100	D	542	639.54	641.57	637.00
67015	1	60	Exptl	190	3290	A	579	650.58	652.60	648.00
67015	1	61	Exptl	-260	3030	B	1021	663.02	665.05	660.00
67015	1	62	Exptl	-40	2990	C	805	672.81	674.84	670.00
67015	1	63	Exptl	-40	2950	D	926	684.93	686.96	682.00
67015	1	64	Exptl	200	3150	A	738	696.74	698.76	694.00
67015	1	65	Exptl	90	3240	C	763	707.76	709.80	705.00
67015	1	66	Exptl	-260	2980	B	709	718.71	720.75	716.00
67015	1	67	Exptl	100	3080	D	2035	731.04	733.07	727.00
67015	1	68	Exptl	110	3190	C	1172	740.17	742.21	737.00
67015	1	69	Exptl	-240	2950	B	567	749.57	751.59	747.00
67015	1	70	Exptl	-50	2900	C	1342	760.34	762.37	757.00
67015	1	71	Exptl	0	2900	None	.	773.00	775.00	768.00
67015	1	72	Exptl	-260	2640	A	1117	783.12	785.14	780.00
