Sno	VisitNo	TrialNo	Cond	Change	Total	Picked	RT	TPick	TFixOnTStart
68003	1	70	Exptl	-240	2430	A	443	759.44	761.47	757.00
68003	1	71	Exptl	210	2640	B	529	770.53	772.57	768.00
68003	1	72	Exptl	-40	2600	D	499	782.50	784.52	780.00
68003	1	73	Exptl	-60	2540	C	649	792.65	794.68	790.00
68003	1	74	Exptl	100	2640	D	818	804.82	806.85	802.00
68003	1	75	Exptl	-250	2390	A	915	814.92	816.95	812.00
68003	1	76	Exptl	-250	2140	B	967	825.97	828.00	823.00
68003	1	77	Exptl	190	2330	A	358	835.36	837.38	833.00
68003	1	78	Exptl	190	2520	B	553	847.55	849.57	845.00
68003	1	79	Exptl	100	2620	C	580	858.58	860.61	856.00
68003	1	80	Exptl	-40	2580	D	663	869.66	871.69	867.00
68003	1	81	Exptl	-50	2530	D	846	881.85	883.88	879.00
68003	1	82	Exptl	110	2640	C	1314	892.31	894.34	889.00
68003	1	83	Exptl	-240	2400	B	677	903.68	905.71	901.00
68003	1	84	Exptl	-240	2160	A	315	915.32	917.35	913.00
68003	1	85	Exptl	-260	1900	B	1285	927.29	929.32	924.00
68003	1	86	Exptl	210	2110	A	558	936.56	938.59	934.00
68003	1	87	Exptl	-60	2050	D	432	947.43	949.45	945.00
68003	1	88	Exptl	-40	2010	C	652	957.65	959.68	955.00
68003	1	89	Exptl	-260	1750	A	861	968.86	970.90	966.00
68003	1	90	Exptl	90	1840	D	792	978.79	980.82	976.00
68003	1	91	Exptl	-60	1780	C	1222	990.22	992.26	987.00
68003	1	92	Exptl	200	1980	B	622	1000.62	1002.65	998.00
68003	1	93	Exptl	210	2190	A	950	1012.95	1014.98	1010.00
68003	1	94	Exptl	110	2300	D	1221	1024.22	1026.24	1021.00
68003	1	95	Exptl	90	2390	C	1049	1036.05	1038.08	1033.00
68003	1	96	Exptl	210	2600	B	491	1047.49	1049.52	1045.00
68003	1	97	Exptl	190	2790	A	1242	1058.24	1060.26	1055.00
68003	1	98	Exptl	-60	2730	D	428	1068.43	1070.46	1066.00
68003	1	99	Exptl	-40	2690	C	893	1078.89	1080.92	1076.00
68003	1	100	Exptl	190	2880	B	656	1090.66	1092.69	1088.00
