Sno	VisitNo	TrialNo	Cond	Change	Total	Picked	RT	TPick	TFixOnTStart
68020	1	1	Exptl	200	2200	A	2057	4.06	6.08	0.00
68020	1	2	Exptl	190	2390	A	1551	13.55	15.59	10.00
68020	1	3	Exptl	-250	2140	A	537	24.54	26.57	22.00
68020	1	4	Exptl	190	2330	B	724	36.72	38.76	34.00
68020	1	5	Exptl	-240	2090	B	751	47.75	49.78	45.00
68020	1	6	Exptl	90	2180	C	639	58.64	60.67	56.00
68020	1	7	Exptl	0	2180	None	.	72.00	74.00	67.00
68020	1	8	Exptl	-40	2140	C	448	79.45	81.48	77.00
68020	1	9	Exptl	100	2240	D	507	89.51	91.54	87.00
68020	1	10	Exptl	90	2330	D	570	99.57	101.60	97.00
68020	1	11	Exptl	-50	2280	D	732	110.73	112.76	108.00
68020	1	12	Exptl	210	2490	A	992	122.99	125.02	120.00
68020	1	13	Exptl	100	2590	C	680	134.68	136.71	132.00
68020	1	14	Exptl	110	2700	D	704	145.70	147.74	143.00
68020	1	15	Exptl	-40	2660	C	1240	157.24	159.28	154.00
68020	1	16	Exptl	-240	2420	A	765	168.77	170.80	166.00
68020	1	17	Exptl	-40	2380	D	1668	179.67	181.69	176.00
68020	1	18	Exptl	200	2580	B	875	189.88	191.90	187.00
68020	1	19	Exptl	0	2580	None	.	202.00	204.00	197.00
68020	1	20	Exptl	110	2690	C	611	211.61	213.65	209.00
68020	1	21	Exptl	90	2780	D	651	221.65	223.67	219.00
68020	1	22	Exptl	-260	2520	B	434	232.43	234.47	230.00
68020	1	23	Exptl	90	2610	C	1215	245.22	247.25	242.00
68020	1	24	Exptl	-60	2550	D	352	254.35	256.39	252.00
68020	1	25	Exptl	-60	2490	C	1525	265.53	267.55	262.00
68020	1	26	Exptl	-40	2450	D	2181	277.18	279.20	273.00
68020	1	27	Exptl	-260	2190	A	579	287.58	289.62	285.00
68020	1	28	Exptl	110	2300	D	1133	298.13	300.16	295.00
68020	1	29	Exptl	-60	2240	D	1256	310.26	312.29	307.00
68020	1	30	Exptl	90	2330	D	529	320.53	322.56	318.00
68020	1	31	Exptl	110	2440	C	726	330.73	332.75	328.00
68020	1	32	Exptl	-60	2380	C	991	340.99	343.01	338.00
68020	1	33	Exptl	110	2490	D	1546	351.55	353.58	348.00
68020	1	34	Exptl	-50	2440	C	664	362.66	364.69	360.00
68020	1	35	Exptl	100	2540	C	1812	373.81	375.84	370.00
68020	1	36	Exptl	-60	2480	D	849	383.85	385.89	381.00
68020	1	37	Exptl	-60	2420	D	1120	395.12	397.15	392.00
68020	1	38	Exptl	110	2530	C	1157	407.16	409.19	404.00
68020	1	39	Exptl	90	2620	D	1478	418.48	420.51	415.00
68020	1	40	Exptl	-40	2580	C	492	427.49	429.53	425.00
68020	1	41	Exptl	-60	2520	C	405	438.41	440.44	436.00
68020	1	42	Exptl	110	2630	D	584	449.58	451.61	447.00
68020	1	43	Exptl	-40	2590	C	747	461.75	463.78	459.00
68020	1	44	Exptl	-40	2550	D	797	473.80	475.82	471.00
68020	1	45	Exptl	90	2640	C	430	483.43	485.46	481.00
68020	1	46	Exptl	100	2740	D	858	495.86	497.89	493.00
68020	1	47	Exptl	110	2850	C	407	506.41	508.43	504.00
68020	1	48	Exptl	-50	2800	C	235	518.24	520.27	516.00
68020	1	49	Exptl	-40	2760	D	815	528.82	530.85	526.00
68020	1	50	Exptl	-50	2710	D	1209	541.21	543.24	538.00
68020	1	51	Exptl	90	2800	C	952	551.95	553.99	549.00
68020	1	52	Exptl	190	2990	A	2950	565.95	567.98	561.00
68020	1	53	Exptl	-60	2930	D	1878	574.88	576.91	571.00
68020	1	54	Exptl	-60	2870	C	802	585.80	587.83	583.00
68020	1	55	Exptl	90	2960	D	1169	596.17	598.20	593.00
68020	1	56	Exptl	100	3060	C	370	606.37	608.40	604.00
68020	1	57	Exptl	110	3170	D	233	616.23	618.27	614.00
68020	1	58	Exptl	110	3280	C	708	628.71	630.75	626.00
68020	1	59	Exptl	-60	3220	D	1501	640.50	642.53	637.00
68020	1	60	Exptl	90	3310	D	1465	651.47	653.50	648.00
68020	1	61	Exptl	-40	3270	C	675	662.68	664.70	660.00
68020	1	62	Exptl	-60	3210	C	899	672.90	674.93	670.00
68020	1	63	Exptl	110	3320	D	2226	686.23	688.26	682.00
68020	1	64	Exptl	90	3410	C	334	696.33	698.37	694.00
68020	1	65	Exptl	-40	3370	D	1550	708.55	710.58	705.00
68020	1	66	Exptl	100	3470	D	460	718.46	720.48	716.00
68020	1	67	Exptl	-40	3430	D	1072	730.07	732.10	727.00
68020	1	68	Exptl	-50	3380	D	766	739.77	741.79	737.00
68020	1	69	Exptl	100	3480	D	854	749.85	751.88	747.00
68020	1	70	Exptl	-40	3440	C	681	759.68	761.71	757.00
68020	1	71	Exptl	90	3530	D	1244	771.24	773.28	768.00
68020	1	72	Exptl	-50	3480	C	859	782.86	784.90	780.00
68020	1	73	Exptl	-50	3430	D	918	792.92	794.96	790.00
68020	1	74	Exptl	-60	3370	C	1680	805.68	807.72	802.00
68020	1	75	Exptl	-260	3110	A	1080	815.08	817.11	812.00
68020	1	76	Exptl	110	3220	D	2033	827.03	829.06	823.00
68020	1	77	Exptl	90	3310	C	1792	836.79	838.82	833.00
68020	1	78	Exptl	-40	3270	D	1166	848.17	850.20	845.00
68020	1	79	Exptl	90	3360	D	1125	859.13	861.15	856.00
68020	1	80	Exptl	110	3470	C	387	869.39	871.43	867.00
68020	1	81	Exptl	-60	3410	D	1367	882.37	884.39	879.00
68020	1	82	Exptl	-40	3370	D	1331	892.33	894.37	889.00
68020	1	83	Exptl	110	3480	D	995	904.00	906.04	901.00
68020	1	84	Exptl	-60	3420	D	1545	916.55	918.58	913.00
68020	1	85	Exptl	90	3510	D	771	926.77	928.80	924.00
68020	1	86	Exptl	-60	3450	D	2219	938.22	940.26	934.00
68020	1	87	Exptl	110	3560	D	792	947.79	949.83	945.00
68020	1	88	Exptl	90	3650	C	1318	958.32	960.34	955.00
68020	1	89	Exptl	-60	3590	D	621	968.62	970.65	966.00
68020	1	90	Exptl	90	3680	D	396	978.40	980.42	976.00
68020	1	91	Exptl	110	3790	D	882	989.88	991.91	987.00
68020	1	92	Exptl	100	3890	C	1248	1001.25	1003.28	998.00
68020	1	93	Exptl	100	3990	D	1015	1013.02	1015.05	1010.00
68020	1	94	Exptl	-40	3950	D	707	1023.71	1025.75	1021.00
68020	1	95	Exptl	-40	3910	D	594	1035.59	1037.62	1033.00
68020	1	96	Exptl	-50	3860	D	788	1047.79	1049.83	1045.00
68020	1	97	Exptl	100	3960	D	1074	1058.07	1060.10	1055.00
68020	1	98	Exptl	-40	3920	C	867	1068.87	1070.90	1066.00
68020	1	99	Exptl	110	4030	D	969	1078.97	1081.01	1076.00
68020	1	100	Exptl	-40	3990	C	748	1090.75	1092.78	1088.00
