Sno	VisitNo	TrialNo	Cond	Change	Total	Picked	RT	TPick	TFixOnTStart
66017	1	73	Exptl	200	3120	A	528	792.53	794.55	790.00
66017	1	74	Exptl	110	3230	D	889	804.89	806.93	802.00
66017	1	75	Exptl	-260	2970	A	455	814.46	816.48	812.00
66017	1	76	Exptl	-40	2930	C	434	825.43	827.46	823.00
66017	1	77	Exptl	-240	2690	B	428	835.43	837.45	833.00
66017	1	78	Exptl	-240	2450	A	434	847.43	849.46	845.00
66017	1	79	Exptl	-40	2410	D	427	858.43	860.46	856.00
66017	1	80	Exptl	-60	2350	C	356	869.36	871.39	867.00
66017	1	81	Exptl	-250	2100	A	397	881.40	883.43	879.00
66017	1	82	Exptl	100	2200	D	684	891.68	893.71	889.00
66017	1	83	Exptl	-260	1940	B	330	903.33	905.36	901.00
66017	1	84	Exptl	90	2030	C	321	915.32	917.35	913.00
66017	1	85	Exptl	190	2220	A	641	926.64	928.67	924.00
66017	1	86	Exptl	-40	2180	D	429	936.43	938.46	934.00
66017	1	87	Exptl	200	2380	B	293	947.29	949.32	945.00
66017	1	88	Exptl	-40	2340	C	730	957.73	959.77	955.00
66017	1	89	Exptl	-50	2290	D	464	968.46	970.50	966.00
66017	1	90	Exptl	-240	2050	A	410	978.41	980.44	976.00
66017	1	91	Exptl	210	2260	B	657	989.66	991.69	987.00
66017	1	92	Exptl	-50	2210	C	370	1000.37	1002.40	998.00
66017	1	93	Exptl	-60	2150	D	514	1012.51	1014.54	1010.00
66017	1	94	Exptl	210	2360	A	895	1023.90	1025.93	1021.00
66017	1	95	Exptl	90	2450	D	582	1035.58	1037.62	1033.00
66017	1	96	Exptl	-60	2390	C	339	1047.34	1049.37	1045.00
66017	1	97	Exptl	90	2480	C	573	1057.57	1059.60	1055.00
66017	1	98	Exptl	-260	2220	A	470	1068.47	1070.49	1066.00
66017	1	99	Exptl	190	2410	B	639	1078.64	1080.67	1076.00
66017	1	100	Exptl	210	2620	A	624	1090.62	1092.66	1088.00
