Sno	VisitNo	TrialNo	Cond	Change	Total	Picked	RT	TPick	TFixOnTStart
66016	1	63	Exptl	-240	2240	B	465	684.47	686.50	682.00
66016	1	64	Exptl	-40	2200	D	547	696.55	698.58	694.00
66016	1	65	Exptl	100	2300	D	507	707.51	709.54	705.00
66016	1	66	Exptl	110	2410	C	1356	719.36	721.38	716.00
66016	1	67	Exptl	190	2600	A	577	729.58	731.61	727.00
66016	1	68	Exptl	-40	2560	D	419	739.42	741.45	737.00
66016	1	69	Exptl	-50	2510	D	498	749.50	751.52	747.00
66016	1	70	Exptl	200	2710	A	495	759.50	761.53	757.00
66016	1	71	Exptl	-60	2650	D	434	770.43	772.46	768.00
66016	1	72	Exptl	-260	2390	A	522	782.52	784.55	780.00
66016	1	73	Exptl	-240	2150	A	475	792.48	794.51	790.00
66016	1	74	Exptl	-250	1900	A	438	804.44	806.46	802.00
66016	1	75	Exptl	190	2090	A	609	814.61	816.64	812.00
66016	1	76	Exptl	-40	2050	C	575	825.58	827.61	823.00
66016	1	77	Exptl	-260	1790	B	475	835.48	837.51	833.00
66016	1	78	Exptl	200	1990	B	419	847.42	849.45	845.00
66016	1	79	Exptl	-240	1750	A	999	859.00	861.02	856.00
66016	1	80	Exptl	210	1960	A	463	869.46	871.48	867.00
66016	1	81	Exptl	-60	1900	C	500	881.50	883.52	879.00
66016	1	82	Exptl	-40	1860	C	497	891.50	893.53	889.00
66016	1	83	Exptl	90	1950	C	416	903.42	905.44	901.00
66016	1	84	Exptl	90	2040	D	510	915.51	917.54	913.00
66016	1	85	Exptl	-260	1780	A	546	926.55	928.58	924.00
66016	1	86	Exptl	110	1890	D	569	936.57	938.60	934.00
66016	1	87	Exptl	210	2100	A	367	947.37	949.40	945.00
66016	1	88	Exptl	110	2210	C	494	957.49	959.52	955.00
66016	1	89	Exptl	210	2420	B	560	968.56	970.59	966.00
66016	1	90	Exptl	190	2610	A	433	978.43	980.46	976.00
66016	1	91	Exptl	-50	2560	C	599	989.60	991.63	987.00
66016	1	92	Exptl	90	2650	C	398	1000.40	1002.43	998.00
66016	1	93	Exptl	-60	2590	D	459	1012.46	1014.48	1010.00
66016	1	94	Exptl	-260	2330	A	664	1023.66	1025.68	1021.00
66016	1	95	Exptl	200	2530	A	451	1035.45	1037.47	1033.00
66016	1	96	Exptl	-60	2470	C	492	1047.49	1049.53	1045.00
66016	1	97	Exptl	100	2570	C	595	1057.60	1059.62	1055.00
66016	1	98	Exptl	-240	2330	A	388	1068.39	1070.42	1066.00
66016	1	99	Exptl	-250	2080	A	534	1078.53	1080.56	1076.00
66016	1	100	Exptl	200	2280	A	537	1090.54	1092.57	1088.00
