Sno	VisitNo	TrialNo	Cond	Change	Total	Picked	RT	TPick	TFixOnTStart
68020000	1	1	Exptl	200	2200	A	1103	3.10	5.13	0.00
68020000	1	2	Exptl	190	2390	B	642	12.64	14.67	10.00
68020000	1	3	Exptl	90	2480	C	594	24.59	26.63	22.00
68020000	1	4	Exptl	100	2580	D	787	36.79	38.82	34.00
68020000	1	5	Exptl	190	2770	A	397	47.40	49.43	45.00
68020000	1	6	Exptl	-240	2530	B	542	58.54	60.58	56.00
68020000	1	7	Exptl	-40	2490	C	585	69.59	71.61	67.00
68020000	1	8	Exptl	90	2580	D	439	79.44	81.47	77.00
68020000	1	9	Exptl	-250	2330	A	658	89.66	91.69	87.00
68020000	1	10	Exptl	-50	2280	D	612	99.61	101.64	97.00
68020000	1	11	Exptl	200	2480	B	670	110.67	112.70	108.00
68020000	1	12	Exptl	100	2580	C	765	122.77	124.79	120.00
68020000	1	13	Exptl	110	2690	D	750	134.75	136.78	132.00
68020000	1	14	Exptl	-40	2650	D	575	145.58	147.61	143.00
68020000	1	15	Exptl	90	2740	D	605	156.61	158.63	154.00
68020000	1	16	Exptl	-260	2480	B	454	168.45	170.48	166.00
68020000	1	17	Exptl	210	2690	A	706	178.71	180.74	176.00
68020000	1	18	Exptl	-40	2650	C	579	189.58	191.61	187.00
68020000	1	19	Exptl	-60	2590	D	656	199.66	201.68	197.00
68020000	1	20	Exptl	-40	2550	D	481	211.48	213.50	209.00
68020000	1	21	Exptl	-240	2310	A	527	221.53	223.56	219.00
68020000	1	22	Exptl	210	2520	B	610	232.61	234.65	230.00
68020000	1	23	Exptl	210	2730	B	587	244.59	246.62	242.00
68020000	1	24	Exptl	-260	2470	B	538	254.54	256.58	252.00
68020000	1	25	Exptl	110	2580	C	362	264.36	266.40	262.00
68020000	1	26	Exptl	90	2670	C	548	275.55	277.58	273.00
68020000	1	27	Exptl	-60	2610	C	743	287.74	289.77	285.00
68020000	1	28	Exptl	110	2720	C	748	297.75	299.78	295.00
68020000	1	29	Exptl	-60	2660	C	669	309.67	311.70	307.00
68020000	1	30	Exptl	-50	2610	C	450	320.45	322.48	318.00
68020000	1	31	Exptl	110	2720	D	538	330.54	332.58	328.00
68020000	1	32	Exptl	-60	2660	D	858	340.86	342.89	338.00
68020000	1	33	Exptl	90	2750	D	465	350.47	352.49	348.00
68020000	1	34	Exptl	110	2860	D	606	362.61	364.63	360.00
68020000	1	35	Exptl	-60	2800	D	1159	373.16	375.20	370.00
68020000	1	36	Exptl	-60	2740	D	619	383.62	385.66	381.00
68020000	1	37	Exptl	90	2830	D	418	394.42	396.45	392.00
68020000	1	38	Exptl	110	2940	D	653	406.65	408.68	404.00
68020000	1	39	Exptl	-40	2900	D	408	417.41	419.44	415.00
68020000	1	40	Exptl	100	3000	D	700	427.70	429.74	425.00
68020000	1	41	Exptl	-40	2960	D	413	438.41	440.45	436.00
68020000	1	42	Exptl	-50	2910	D	411	449.41	451.45	447.00
68020000	1	43	Exptl	-60	2850	D	673	461.67	463.71	459.00
68020000	1	44	Exptl	90	2940	D	966	473.97	476.00	471.00
68020000	1	45	Exptl	-260	2680	A	877	483.88	485.91	481.00
68020000	1	46	Exptl	190	2870	A	584	495.58	497.61	493.00
68020000	1	47	Exptl	190	3060	B	412	506.41	508.44	504.00
68020000	1	48	Exptl	110	3170	D	908	518.91	520.93	516.00
68020000	1	49	Exptl	-60	3110	D	969	528.97	530.99	526.00
68020000	1	50	Exptl	90	3200	D	599	540.60	542.63	538.00
68020000	1	51	Exptl	110	3310	D	487	551.49	553.51	549.00
68020000	1	52	Exptl	-40	3270	D	635	563.64	565.67	561.00
68020000	1	53	Exptl	100	3370	D	644	573.64	575.68	571.00
68020000	1	54	Exptl	-40	3330	D	878	585.88	587.92	583.00
68020000	1	55	Exptl	-50	3280	D	386	595.39	597.42	593.00
68020000	1	56	Exptl	100	3380	D	518	606.52	608.55	604.00
68020000	1	57	Exptl	90	3470	D	785	616.79	618.81	614.00
68020000	1	58	Exptl	-260	3210	A	770	628.77	630.80	626.00
68020000	1	59	Exptl	210	3420	A	562	639.56	641.60	637.00
68020000	1	60	Exptl	-240	3180	A	532	650.53	652.57	648.00
68020000	1	61	Exptl	-240	2940	A	563	662.56	664.59	660.00
68020000	1	62	Exptl	190	3130	A	530	672.53	674.56	670.00
68020000	1	63	Exptl	-50	3080	D	584	684.58	686.62	682.00
68020000	1	64	Exptl	110	3190	D	756	696.76	698.79	694.00
68020000	1	65	Exptl	-40	3150	D	980	707.98	710.01	705.00
68020000	1	66	Exptl	90	3240	D	800	718.80	720.83	716.00
68020000	1	67	Exptl	-60	3180	D	710	729.71	731.74	727.00
68020000	1	68	Exptl	-40	3140	D	606	739.61	741.63	737.00
68020000	1	69	Exptl	110	3250	D	508	749.51	751.54	747.00
68020000	1	70	Exptl	-60	3190	D	627	759.63	761.66	757.00
68020000	1	71	Exptl	90	3280	D	654	770.65	772.68	768.00
68020000	1	72	Exptl	-60	3220	D	632	782.63	784.67	780.00
68020000	1	73	Exptl	110	3330	D	509	792.51	794.54	790.00
68020000	1	74	Exptl	-60	3270	D	447	804.45	806.48	802.00
68020000	1	75	Exptl	90	3360	D	556	814.56	816.59	812.00
68020000	1	76	Exptl	100	3460	C	561	825.56	827.59	823.00
68020000	1	77	Exptl	110	3570	C	450	835.45	837.48	833.00
68020000	1	78	Exptl	-40	3530	C	398	847.40	849.44	845.00
