Sno	VisitNo	TrialNo	Cond	Change	Total	Picked	RT	TPick	TFixOnTStart
67002	1	1	Exptl	90	2090	C	2675	4.68	6.71	0.00
67002	1	2	Exptl	100	2190	D	.	12.00	14.03	10.00
67002	1	3	Exptl	200	2390	A	1221	25.22	27.26	22.00
67002	1	4	Exptl	190	2580	A	1566	37.57	39.60	34.00
67002	1	5	Exptl	190	2770	B	1178	48.18	50.21	45.00
67002	1	6	Exptl	-240	2530	B	674	58.67	60.71	56.00
67002	1	7	Exptl	-250	2280	A	57	69.06	71.09	67.00
67002	1	8	Exptl	210	2490	A	833	79.83	81.87	77.00
67002	1	9	Exptl	-240	2250	A	824	89.82	91.86	87.00
67002	1	10	Exptl	200	2450	B	772	99.77	101.80	97.00
67002	1	11	Exptl	-40	2410	C	713	110.71	112.75	108.00
67002	1	12	Exptl	100	2510	C	1124	123.12	125.16	120.00
67002	1	13	Exptl	-40	2470	C	741	134.74	136.78	132.00
67002	1	14	Exptl	110	2580	C	793	145.79	147.83	143.00
67002	1	15	Exptl	90	2670	C	1249	157.25	159.28	154.00
67002	1	16	Exptl	-60	2610	C	992	168.99	171.02	166.00
67002	1	17	Exptl	110	2720	C	695	178.70	180.72	176.00
67002	1	18	Exptl	90	2810	D	821	189.82	191.85	187.00
67002	1	19	Exptl	-50	2760	D	1897	200.90	202.92	197.00
67002	1	20	Exptl	110	2870	D	1419	212.42	214.44	209.00
67002	1	21	Exptl	-40	2830	D	1382	222.38	224.41	219.00
67002	1	22	Exptl	-60	2770	C	757	232.76	234.79	230.00
67002	1	23	Exptl	-50	2720	C	962	244.96	246.98	242.00
67002	1	24	Exptl	-260	2460	A	.	254.00	256.03	252.00
67002	1	25	Exptl	190	2650	A	98	264.10	266.13	262.00
67002	1	26	Exptl	-260	2390	A	.	275.00	277.02	273.00
67002	1	27	Exptl	210	2600	A	798	287.80	289.82	285.00
67002	1	28	Exptl	-260	2340	B	593	297.59	299.63	295.00
67002	1	29	Exptl	210	2550	B	670	309.67	311.70	307.00
67002	1	30	Exptl	210	2760	B	1715	321.72	323.74	318.00
67002	1	31	Exptl	100	2860	C	1052	331.05	333.08	328.00
67002	1	32	Exptl	90	2950	D	634	340.63	342.66	338.00
67002	1	33	Exptl	110	3060	C	1220	351.22	353.24	348.00
67002	1	34	Exptl	-60	3000	D	1021	363.02	365.05	360.00
67002	1	35	Exptl	-40	2960	C	1427	373.43	375.46	370.00
67002	1	36	Exptl	-40	2920	D	989	383.99	386.02	381.00
67002	1	37	Exptl	110	3030	D	.	394.00	396.03	392.00
67002	1	38	Exptl	-60	2970	D	954	406.95	408.98	404.00
67002	1	39	Exptl	90	3060	D	1395	418.40	420.43	415.00
67002	1	40	Exptl	110	3170	D	708	427.71	429.73	425.00
67002	1	41	Exptl	-60	3110	C	1195	439.20	441.22	436.00
67002	1	42	Exptl	-60	3050	D	877	449.88	451.91	447.00
67002	1	43	Exptl	-60	2990	D	707	461.71	463.73	459.00
67002	1	44	Exptl	90	3080	D	713	473.71	475.74	471.00
67002	1	45	Exptl	-240	2840	A	1473	484.47	486.51	481.00
67002	1	46	Exptl	-260	2580	B	918	495.92	497.94	493.00
67002	1	47	Exptl	190	2770	B	810	506.81	508.84	504.00
67002	1	48	Exptl	-250	2520	B	999	519.00	521.03	516.00
67002	1	49	Exptl	-240	2280	B	897	528.90	530.92	526.00
67002	1	50	Exptl	200	2480	B	642	540.64	542.67	538.00
67002	1	51	Exptl	-240	2240	A	1824	552.82	554.85	549.00
67002	1	52	Exptl	210	2450	B	820	563.82	565.85	561.00
67002	1	53	Exptl	110	2560	D	1259	574.26	576.29	571.00
67002	1	54	Exptl	-40	2520	D	859	585.86	587.90	583.00
67002	1	55	Exptl	100	2620	D	805	595.81	597.84	593.00
67002	1	56	Exptl	-40	2580	D	1757	607.76	609.79	604.00
67002	1	57	Exptl	-50	2530	D	1002	617.00	619.03	614.00
67002	1	58	Exptl	-60	2470	D	710	628.71	630.73	626.00
67002	1	59	Exptl	90	2560	D	.	639.00	641.03	637.00
67002	1	60	Exptl	110	2670	D	1532	651.53	653.57	648.00
67002	1	61	Exptl	-60	2610	D	858	662.86	664.89	660.00
67002	1	62	Exptl	90	2700	D	1182	673.18	675.21	670.00
67002	1	63	Exptl	-40	2660	C	541	684.54	686.57	682.00
67002	1	64	Exptl	90	2750	C	705	696.71	698.74	694.00
67002	1	65	Exptl	110	2860	C	1454	708.45	710.48	705.00
67002	1	66	Exptl	-50	2810	C	1015	719.02	721.04	716.00
67002	1	67	Exptl	110	2920	D	1125	730.13	732.16	727.00
67002	1	68	Exptl	190	3110	A	1022	740.02	742.05	737.00
67002	1	69	Exptl	-40	3070	D	780	749.78	751.80	747.00
67002	1	70	Exptl	90	3160	C	629	759.63	761.66	757.00
67002	1	71	Exptl	-60	3100	C	1037	771.04	773.06	768.00
67002	1	72	Exptl	100	3200	C	1299	783.30	785.34	780.00
67002	1	73	Exptl	110	3310	C	1707	793.71	795.73	790.00
67002	1	74	Exptl	100	3410	D	1598	805.60	807.64	802.00
67002	1	75	Exptl	-40	3370	C	463	814.46	816.49	812.00
67002	1	76	Exptl	-40	3330	D	599	825.60	827.63	823.00
67002	1	77	Exptl	-60	3270	C	1063	836.06	838.10	833.00
67002	1	78	Exptl	210	3480	A	878	847.88	849.90	845.00
67002	1	79	Exptl	-50	3430	D	812	858.81	860.85	856.00
67002	1	80	Exptl	90	3520	C	776	869.78	871.80	867.00
67002	1	81	Exptl	190	3710	B	1259	882.26	884.29	879.00
67002	1	82	Exptl	-40	3670	C	1249	892.25	894.28	889.00
67002	1	83	Exptl	-50	3620	C	1501	904.50	906.52	901.00
67002	1	84	Exptl	100	3720	D	866	915.87	917.89	913.00
67002	1	85	Exptl	90	3810	D	1246	927.25	929.28	924.00
67002	1	86	Exptl	-50	3760	D	2087	938.09	940.11	934.00
67002	1	87	Exptl	-60	3700	C	504	947.50	949.53	945.00
