Sno	VisitNo	TrialNo	Cond	Change	Total	Picked	RT	TPick	TFixOnTStart
67009000	1	1	Exptl	200	2200	A	1302	3.30	5.33	0.00
67009000	1	2	Exptl	190	2390	A	1076	13.08	15.10	10.00
67009000	1	3	Exptl	-250	2140	A	414	24.42	26.46	22.00
67009000	1	4	Exptl	210	2350	A	472	36.47	38.51	34.00
67009000	1	5	Exptl	90	2440	C	427	47.43	49.46	45.00
67009000	1	6	Exptl	-240	2200	A	477	58.48	60.51	56.00
67009000	1	7	Exptl	-260	1940	A	713	69.71	71.74	67.00
67009000	1	8	Exptl	100	2040	D	693	79.69	81.73	77.00
67009000	1	9	Exptl	190	2230	B	510	89.51	91.54	87.00
67009000	1	10	Exptl	-240	1990	B	1144	100.15	102.17	97.00
67009000	1	11	Exptl	-40	1950	C	1137	111.14	113.17	108.00
67009000	1	12	Exptl	200	2150	B	518	122.52	124.56	120.00
67009000	1	13	Exptl	-260	1890	B	589	134.59	136.63	132.00
67009000	1	14	Exptl	90	1980	D	436	145.44	147.48	143.00
67009000	1	15	Exptl	100	2080	C	626	156.63	158.66	154.00
67009000	1	16	Exptl	-50	2030	D	619	168.62	170.65	166.00
67009000	1	17	Exptl	110	2140	D	563	178.56	180.61	176.00
67009000	1	18	Exptl	-40	2100	C	633	189.63	191.67	187.00
67009000	1	19	Exptl	110	2210	C	564	199.57	201.60	197.00
67009000	1	20	Exptl	210	2420	B	1851	212.85	214.88	209.00
67009000	1	21	Exptl	90	2510	C	843	221.84	223.88	219.00
67009000	1	22	Exptl	210	2720	B	369	232.37	234.41	230.00
67009000	1	23	Exptl	-60	2660	C	857	244.86	246.89	242.00
67009000	1	24	Exptl	190	2850	A	475	254.48	256.51	252.00
67009000	1	25	Exptl	-260	2590	B	462	264.46	266.50	262.00
67009000	1	26	Exptl	-260	2330	A	473	275.48	277.51	273.00
67009000	1	27	Exptl	190	2520	B	622	287.62	289.65	285.00
67009000	1	28	Exptl	110	2630	C	651	297.65	299.68	295.00
67009000	1	29	Exptl	-250	2380	B	557	309.56	311.59	307.00
67009000	1	30	Exptl	-40	2340	D	1055	321.06	323.09	318.00
67009000	1	31	Exptl	-240	2100	B	398	330.40	332.44	328.00
67009000	1	32	Exptl	210	2310	A	555	340.56	342.58	338.00
67009000	1	33	Exptl	200	2510	B	460	350.46	352.49	348.00
67009000	1	34	Exptl	-60	2450	C	322	362.32	364.36	360.00
67009000	1	35	Exptl	90	2540	D	885	372.89	374.93	370.00
67009000	1	36	Exptl	210	2750	B	716	383.72	385.76	381.00
67009000	1	37	Exptl	-50	2700	C	710	394.71	396.74	392.00
67009000	1	38	Exptl	100	2800	C	729	406.73	408.76	404.00
67009000	1	39	Exptl	190	2990	B	540	417.54	419.57	415.00
67009000	1	40	Exptl	-60	2930	D	570	427.57	429.60	425.00
67009000	1	41	Exptl	-240	2690	A	535	438.54	440.57	436.00
67009000	1	42	Exptl	-240	2450	A	1194	450.20	452.24	447.00
67009000	1	43	Exptl	-260	2190	B	514	461.52	463.55	459.00
67009000	1	44	Exptl	-260	1930	B	420	473.42	475.46	471.00
67009000	1	45	Exptl	190	2120	A	536	483.54	485.57	481.00
67009000	1	46	Exptl	210	2330	A	497	495.50	497.52	493.00
67009000	1	47	Exptl	-260	2070	A	542	506.54	508.57	504.00
67009000	1	48	Exptl	110	2180	C	613	518.61	520.65	516.00
67009000	1	49	Exptl	-40	2140	D	774	528.78	530.81	526.00
67009000	1	50	Exptl	-240	1900	B	507	540.51	542.54	538.00
67009000	1	51	Exptl	110	2010	D	652	551.65	553.69	549.00
67009000	1	52	Exptl	-60	1950	D	833	563.83	565.87	561.00
67009000	1	53	Exptl	210	2160	B	454	573.45	575.49	571.00
67009000	1	54	Exptl	90	2250	D	1093	586.10	588.13	583.00
67009000	1	55	Exptl	-40	2210	C	951	595.95	597.99	593.00
67009000	1	56	Exptl	210	2420	A	381	606.38	608.42	604.00
67009000	1	57	Exptl	-60	2360	C	683	616.68	618.71	614.00
67009000	1	58	Exptl	190	2550	A	560	628.56	630.60	626.00
67009000	1	59	Exptl	-40	2510	C	533	639.53	641.57	637.00
67009000	1	60	Exptl	200	2710	A	351	650.35	652.38	648.00
67009000	1	61	Exptl	90	2800	C	455	662.46	664.49	660.00
67009000	1	62	Exptl	110	2910	C	586	672.59	674.61	670.00
67009000	1	63	Exptl	-50	2860	C	548	684.55	686.59	682.00
67009000	1	64	Exptl	90	2950	C	456	696.46	698.49	694.00
67009000	1	65	Exptl	-250	2700	B	677	707.68	709.71	705.00
67009000	1	66	Exptl	-60	2640	C	658	718.66	720.69	716.00
67009000	1	67	Exptl	-260	2380	A	462	729.46	731.51	727.00
67009000	1	68	Exptl	100	2480	C	514	739.52	741.55	737.00
67009000	1	69	Exptl	-240	2240	A	560	749.56	751.59	747.00
67009000	1	70	Exptl	110	2350	C	521	759.52	761.56	757.00
67009000	1	71	Exptl	-40	2310	C	529	770.53	772.56	768.00
67009000	1	72	Exptl	190	2500	B	660	782.66	784.70	780.00
67009000	1	73	Exptl	-60	2440	C	943	792.94	794.98	790.00
67009000	1	74	Exptl	-240	2200	B	479	804.48	806.52	802.00
67009000	1	75	Exptl	90	2290	C	475	814.48	816.51	812.00
67009000	1	76	Exptl	-40	2250	C	481	825.48	827.52	823.00
67009000	1	77	Exptl	110	2360	D	984	835.99	838.02	833.00
67009000	1	78	Exptl	-60	2300	D	1072	848.07	850.11	845.00
67009000	1	79	Exptl	-60	2240	D	2365	860.37	862.40	856.00
67009000	1	80	Exptl	90	2330	D	1016	870.02	872.06	867.00
67009000	1	81	Exptl	110	2440	D	1063	882.06	884.09	879.00
67009000	1	82	Exptl	-40	2400	D	964	891.97	894.00	889.00
67009000	1	83	Exptl	-250	2150	A	548	903.55	905.59	901.00
67009000	1	84	Exptl	100	2250	D	537	915.54	917.58	913.00
67009000	1	85	Exptl	-40	2210	D	742	926.74	928.78	924.00
67009000	1	86	Exptl	-50	2160	D	532	936.53	938.57	934.00
67009000	1	87	Exptl	-60	2100	D	697	947.70	949.73	945.00
67009000	1	88	Exptl	-50	2050	C	668	957.67	959.71	955.00
67009000	1	89	Exptl	-260	1790	B	470	968.47	970.51	966.00
67009000	1	90	Exptl	90	1880	D	618	978.62	980.65	976.00
67009000	1	91	Exptl	110	1990	D	771	989.77	991.80	987.00
67009000	1	92	Exptl	-60	1930	D	588	1000.59	1002.63	998.00
67009000	1	93	Exptl	-60	1870	C	513	1012.51	1014.55	1010.00
67009000	1	94	Exptl	90	1960	C	496	1023.50	1025.53	1021.00
67009000	1	95	Exptl	110	2070	C	504	1035.51	1037.54	1033.00
67009000	1	96	Exptl	90	2160	C	684	1047.69	1049.71	1045.00
67009000	1	97	Exptl	100	2260	C	685	1057.69	1059.72	1055.00
67009000	1	98	Exptl	-40	2220	C	682	1068.68	1070.72	1066.00
67009000	1	99	Exptl	90	2310	D	729	1078.73	1080.76	1076.00
67009000	1	100	Exptl	110	2420	D	627	1090.63	1092.67	1088.00
