Sno	VisitNo	TrialNo	Cond	Change	Total	Picked	RT	TPick	TFixOnTStart
68006000	1	1	Exptl	200	2200	A	1696	3.70	5.73	0.00
68006000	1	2	Exptl	190	2390	B	581	12.58	14.61	10.00
68006000	1	3	Exptl	-240	2150	B	684	24.68	26.71	22.00
68006000	1	4	Exptl	100	2250	D	600	36.60	38.62	34.00
68006000	1	5	Exptl	190	2440	A	390	47.39	49.42	45.00
68006000	1	6	Exptl	-250	2190	A	521	58.52	60.55	56.00
68006000	1	7	Exptl	90	2280	C	967	69.97	72.00	67.00
68006000	1	8	Exptl	210	2490	A	1203	80.20	82.23	77.00
68006000	1	9	Exptl	200	2690	B	967	89.97	92.00	87.00
68006000	1	10	Exptl	-40	2650	C	770	99.77	101.79	97.00
68006000	1	11	Exptl	-240	2410	A	460	110.46	112.49	108.00
68006000	1	12	Exptl	90	2500	D	1356	123.36	125.38	120.00
68006000	1	13	Exptl	-50	2450	D	1094	135.09	137.12	132.00
68006000	1	14	Exptl	100	2550	C	595	145.60	147.62	143.00
68006000	1	15	Exptl	110	2660	D	744	156.74	158.77	154.00
68006000	1	16	Exptl	-40	2620	D	1244	169.24	171.28	166.00
68006000	1	17	Exptl	-260	2360	A	792	178.79	180.82	176.00
68006000	1	18	Exptl	-40	2320	C	1042	190.04	192.07	187.00
68006000	1	19	Exptl	90	2410	D	731	199.73	201.76	197.00
68006000	1	20	Exptl	-60	2350	D	636	211.64	213.66	209.00
68006000	1	21	Exptl	-40	2310	D	903	221.90	223.94	219.00
68006000	1	22	Exptl	110	2420	C	672	232.67	234.70	230.00
68006000	1	23	Exptl	90	2510	C	1013	245.01	247.04	242.00
68006000	1	24	Exptl	-60	2450	C	752	254.75	256.78	252.00
68006000	1	25	Exptl	190	2640	A	2001	266.00	268.03	262.00
68006000	1	26	Exptl	110	2750	C	814	275.81	277.84	273.00
68006000	1	27	Exptl	-260	2490	A	1373	288.37	290.40	285.00
68006000	1	28	Exptl	-260	2230	B	783	297.78	299.80	295.00
68006000	1	29	Exptl	110	2340	D	494	309.49	311.53	307.00
68006000	1	30	Exptl	-60	2280	D	795	320.80	322.83	318.00
68006000	1	31	Exptl	-60	2220	C	497	330.50	332.53	328.00
68006000	1	32	Exptl	-50	2170	C	631	340.63	342.66	338.00
68006000	1	33	Exptl	90	2260	D	563	350.56	352.60	348.00
68006000	1	34	Exptl	210	2470	A	588	362.59	364.62	360.00
68006000	1	35	Exptl	210	2680	B	322	372.32	374.34	370.00
68006000	1	36	Exptl	100	2780	C	633	383.63	385.66	381.00
68006000	1	37	Exptl	110	2890	D	591	394.59	396.63	392.00
68006000	1	38	Exptl	-240	2650	A	922	406.92	408.95	404.00
68006000	1	39	Exptl	110	2760	C	714	417.71	419.75	415.00
68006000	1	40	Exptl	210	2970	B	665	427.67	429.69	425.00
68006000	1	41	Exptl	-240	2730	A	571	438.57	440.61	436.00
68006000	1	42	Exptl	190	2920	A	1327	450.33	452.36	447.00
68006000	1	43	Exptl	-260	2660	B	1181	462.18	464.22	459.00
68006000	1	44	Exptl	-60	2600	D	956	473.96	475.99	471.00
68006000	1	45	Exptl	210	2810	A	493	483.49	485.52	481.00
68006000	1	46	Exptl	190	3000	B	1941	496.94	498.98	493.00
68006000	1	47	Exptl	-40	2960	C	1454	507.45	509.49	504.00
68006000	1	48	Exptl	-60	2900	D	.	518.00	520.03	516.00
68006000	1	49	Exptl	-60	2840	C	1915	529.92	531.94	526.00
68006000	1	50	Exptl	90	2930	D	1143	541.14	543.17	538.00
68006000	1	51	Exptl	-260	2670	A	603	551.60	553.63	549.00
68006000	1	52	Exptl	-40	2630	C	497	563.50	565.52	561.00
68006000	1	53	Exptl	110	2740	D	714	573.71	575.75	571.00
68006000	1	54	Exptl	90	2830	C	932	585.93	587.96	583.00
68006000	1	55	Exptl	-40	2790	D	654	595.65	597.68	593.00
68006000	1	56	Exptl	210	3000	A	1232	607.23	609.26	604.00
68006000	1	57	Exptl	100	3100	D	1306	617.31	619.34	614.00
68006000	1	58	Exptl	110	3210	C	1122	629.12	631.14	626.00
68006000	1	59	Exptl	-40	3170	D	768	639.77	641.79	637.00
68006000	1	60	Exptl	190	3360	A	1963	651.96	654.00	648.00
68006000	1	61	Exptl	-250	3110	B	1736	663.74	665.77	660.00
68006000	1	62	Exptl	-50	3060	C	611	672.61	674.64	670.00
68006000	1	63	Exptl	-50	3010	D	829	684.83	686.86	682.00
68006000	1	64	Exptl	200	3210	A	810	696.81	698.83	694.00
68006000	1	65	Exptl	90	3300	C	1226	708.23	710.25	705.00
68006000	1	66	Exptl	-60	3240	C	562	718.56	720.60	716.00
68006000	1	67	Exptl	-260	2980	A	1130	730.13	732.17	727.00
68006000	1	68	Exptl	-60	2920	D	1447	740.45	742.48	737.00
68006000	1	69	Exptl	-240	2680	B	1466	750.47	752.50	747.00
68006000	1	70	Exptl	100	2780	C	600	759.60	761.64	757.00
68006000	1	71	Exptl	90	2870	D	1916	771.92	773.94	768.00
68006000	1	72	Exptl	-240	2630	A	1435	783.44	785.46	780.00
68006000	1	73	Exptl	110	2740	C	1013	793.01	795.04	790.00
68006000	1	74	Exptl	110	2850	D	1124	805.12	807.16	802.00
68006000	1	75	Exptl	-250	2600	A	908	814.91	816.93	812.00
68006000	1	76	Exptl	-40	2560	C	533	825.53	827.56	823.00
68006000	1	77	Exptl	-60	2500	C	440	835.44	837.47	833.00
68006000	1	78	Exptl	-60	2440	D	1144	848.14	850.18	845.00
68006000	1	79	Exptl	190	2630	A	583	858.58	860.61	856.00
68006000	1	80	Exptl	-240	2390	A	547	869.55	871.57	867.00
68006000	1	81	Exptl	90	2480	C	531	881.53	883.56	879.00
68006000	1	82	Exptl	90	2570	D	884	891.88	893.91	889.00
68006000	1	83	Exptl	110	2680	D	1133	904.13	906.16	901.00
68006000	1	84	Exptl	-40	2640	D	591	915.59	917.62	913.00
68006000	1	85	Exptl	210	2850	A	613	926.61	928.65	924.00
68006000	1	86	Exptl	-40	2810	C	826	936.83	938.86	934.00
68006000	1	87	Exptl	100	2910	D	1193	948.19	950.23	945.00
68006000	1	88	Exptl	-50	2860	C	1074	958.07	960.10	955.00
68006000	1	89	Exptl	-40	2820	D	838	968.84	970.87	966.00
68006000	1	90	Exptl	200	3020	B	509	978.51	980.54	976.00
68006000	1	91	Exptl	-50	2970	D	517	989.52	991.55	987.00
68006000	1	92	Exptl	-260	2710	A	569	1000.57	1002.60	998.00
68006000	1	93	Exptl	-60	2650	C	1307	1013.31	1015.33	1010.00
68006000	1	94	Exptl	100	2750	D	701	1023.70	1025.72	1021.00
68006000	1	95	Exptl	210	2960	A	841	1035.84	1037.87	1033.00
68006000	1	96	Exptl	90	3050	C	632	1047.63	1049.67	1045.00
68006000	1	97	Exptl	90	3140	D	1441	1058.44	1060.47	1055.00
68006000	1	98	Exptl	190	3330	A	2902	1070.90	1072.93	1066.00
68006000	1	99	Exptl	110	3440	C	693	1078.69	1080.72	1076.00
68006000	1	100	Exptl	-50	3390	D	786	1090.79	1092.81	1088.00
